,文章ID,標題,內文簡介,版ID,回應的文章ID,發文時間,回覆數,按讚數,主題標籤,版中文名,回應的文章的標題,媒體連結,所有文,關鍵字
11,239708026,詢問✈️🎹什麼意思？？？,最近看到FB 某特定社團貼文下會有人留言️，這是什麼意思呀？（飛機+鋼琴鍵 想了很久還是想不出來）,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:33:59.841000+00:00,1,0,"['閒聊', '請益']",閒聊,,[],詢問✈️🎹什麼意思最近看到FB某特定社團貼文下會有人留言️這是什麼意思呀飛機鋼琴鍵想了很久還是想不出來,"['詢問', '✈', '️', '🎹', '什麼', '意思', '最近', '看', '到', 'FB', '某特定', '社團', '貼', '文下會', '有', '人', '留言', '️', '這是', '什麼', '意思', '呀', '飛機', '鋼琴鍵', '想', '了', '很', '久', '還是', '想', '不', '出來']"
13,239707995,有人8/20要去高雄lamp嗎？,有人8/20要去高雄lamp嗎？ 有包廂,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:30:09.852000+00:00,2,1,"['高雄', 'lamp', '夜店']",閒聊,,[],有人820要去高雄lamp嗎有人820要去高雄lamp嗎有包廂,"['有人', '820', '要', '去', '高雄', 'lamp', '嗎', '有', '人', '820', '要', '去', '高雄', 'lamp', '嗎', '有', '包廂']"
14,239707970,《明日戰記》背後團隊獨家專訪 含抽獎活動,籌備時間超過5年，耗資達4.5億，由古天樂、劉青雲同張家輝主演，香港首部國際級科幻巨片《明日戰記》，將會於8月25日正式登陸本港各大戲院！，不過可能大家不知道，原來《明日戰記》同時也是香港第一部出NF,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:28:01.961000+00:00,0,0,"['電影', '香港', '區塊鏈', '電影情報', '訪談']",閒聊,,[],明日戰記背後團隊獨家專訪含抽獎活動籌備超過5年耗資達45億由古天樂劉青雲同張家輝主演香港首部國際級科幻巨片明日戰記將會於8月25日正式登陸本港各大戲院不過可能大家不知道原來明日戰記同時也是香港第一部出NF,"['明日', '戰記', '背', '後', '團隊', '獨家', '專訪', '含', '抽獎', '活動', '籌備', '超過', '5', '年耗', '資達', '45', '億由', '古天樂', '劉青雲', '同', '張家輝', '主演', '香港', '首部', '國際級', '科幻', '巨片', '明日', '戰記', '將會', '於', '8', '月', '25', '日正式', '登陸', '本港', '各', '大戲院', '不過', '可能', '大家', '不知道', '原來', '明日', '戰記', '同時', '也', '是', '香港', '第', '一部', '出', 'NF']"
15,239707950,簡舒培玩火,市政會議上明明應該討論市政資訊，服務選民，沒想到竟然民進黨竟然為了壓過林智堅論文事件，而去選擇向外找對象打。結果這次質詢荒謬至極，可以看一下以下片段：再來看看遭指控抄襲的當事人蔡壁如的回應：雖然不同媒,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:26:02.601000+00:00,19,27,"['閒聊', '傻眼', '林智堅']",閒聊,,[],簡舒培玩火市政會議上明明應該討論市政資訊服務選民沒想到竟然民進黨竟然為了壓過林智堅論文事件而去選擇向外找對象打結果這次質詢荒謬至極可以看一下以下片段再來看看遭指控抄襲當事人蔡壁如回應雖然不同媒,"['簡舒培玩火', '市政', '會議', '上明', '明', '應該', '討論', '市政', '資訊', '服務', '選民', '沒', '想到', '竟然民', '進黨', '竟然', '為', '了', '壓過', '林智', '堅論文', '事件', '而', '去', '選擇', '向', '外', '找', '對象', '打結', '果', '這次', '質詢', '荒謬', '至極', '可以', '看', '一下', '以', '下片', '段', '再', '來看', '看遭', '指控', '抄襲', '當事人', '蔡壁', '如', '回應', '雖然', '不同', '媒']"
16,239707947,中午從臺中到九族文化村的交通方法,明天國中同學們相約去九族玩，我真的非常想去，但因為我有參加汽車駕訓班（在太平），這個禮拜（也是最後上課的最後一個禮拜）剛好在練道路駕駛，沒辦法請假只能上完再去，課程大概會在10：30結束，目前上網找到,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:25:55.991000+00:00,1,3,"['臺中', '九族文化村', '交通']",閒聊,,[],中午從臺中到九族文化村交通方法明天國中同學們相約去九族玩我真非常想去但因為我有參加汽車駕訓班在太平這個禮拜也是最後上課最後一個禮拜剛好在練道路駕駛沒辦法請假只能上完再去課程大概會在1030結束目前上網找到,"['中午', '從', '臺', '中', '到', '九族', '文化村', '交通', '方法明', '天國', '中', '同學', '們', '相約', '去', '九族', '玩', '我', '真', '非常想', '去', '但', '因為', '我', '有', '參加', '汽車', '駕', '訓班', '在', '太平', '這個', '禮拜', '也', '是', '最', '後', '上課', '最', '後', '一個', '禮拜', '剛好', '在', '練', '道', '路', '駕駛', '沒', '辦法', '請', '假', '只能', '上', '完', '再', '去', '課程', '大概', '會', '在', '1030', '結束', '目前', '上網', '找到']"
17,239707943,湖口豆干厝,湖口的要晚上還半夜幾點去，小姐素質跟服務會比較好啊，裡面哪一間比較推薦啊,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:25:44.423000+00:00,3,2,"['湖口', '西斯']",閒聊,,[],湖口豆干厝湖口要晚上還半夜幾點去小姐素質跟服務會比較好啊裡面哪一間比較推薦啊,"['湖口', '豆', '干', '厝', '湖口', '要', '晚', '上還', '半夜', '幾點', '去', '小姐', '素質', '跟', '服務會', '比', '較', '好', '啊', '裡面', '哪', '一間', '比較', '推薦', '啊']"
18,239707919,參與投票，就有機會抽咖啡禮券❗,【太挺原民了Bar！ 創意設計競賽】徵件截止，現在換你來投票支持啦，只要將手中關鍵的一票投給你最喜歡的作品，就有機會獲得咖啡禮券，這麼好康的事，一定要把握！，點入網址就可以看到大家用心繪畫的高品質作品,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:22:33.311000+00:00,0,0,"['投票', '抽獎', '咖啡', '禮券', '抽獎活動']",閒聊,,[],參與投票就有機會抽咖啡禮券❗太挺原民了Bar創意設計競賽徵件截止現在換你來投票支持啦只要將手中關鍵一票投給你最喜歡作品就有機會獲得咖啡禮券這麼好康事一定要把握點入網址就可以看到大家用心繪畫高品質作品,"['參與', '投票', '就', '有', '機會', '抽', '咖啡', '禮券', '❗', '太挺', '原民', '了', 'Bar', '創意設計', '競賽', '徵件', '截止', '現在', '換你來', '投票', '支持', '啦', '只要', '將手', '中關', '鍵', '一票', '投給', '你', '最', '喜歡', '作品', '就', '有', '機會', '獲得', '咖啡', '禮券', '這麼', '好', '康事', '一定要', '把', '握點', '入網', '址', '就可以看', '到', '大', '家用', '心繪畫', '高', '品質', '作品']"
19,239707918,出社會後住家裡or外租優缺點？,不知道有沒有人可以分享自己出社會後是住家裡or外租然後大概的花費之類的嗎，先分享我的，自己本身是住家裡，優點是：不用付房租、水電，家人也會煮，家事也是家人會用，但自己偶爾放假或沒事會幫忙，伙食部分我還,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:22:32.126000+00:00,0,0,"['優點', '缺點', '出社會', '租屋']",閒聊,,[],出社會後住家裡or外租優缺點不知道有沒有人可以分享自己出社會後是住家裡or外租然後大概花費之類嗎先分享我自己本身是住家裡優點是不用付房租水電家人也會煮家事也是家人會用但自己偶爾放假或沒事會幫忙伙食部分我還,"['出社會', '後', '住家', '裡', 'or', '外租', '優缺點', '不知道', '有', '沒有', '人', '可以', '分享', '自己', '出', '社會後是', '住家', '裡', 'or', '外租', '然後', '大概', '花費', '之類', '嗎', '先', '分享', '我', '自己', '本身', '是', '住家', '裡', '優點', '是', '不用', '付', '房租', '水電', '家人', '也', '會', '煮', '家事', '也', '是', '家人', '會用', '但', '自己', '偶爾', '放假', '或', '沒事會', '幫忙', '伙食', '部分', '我還']"
20,239707910,姓王的小孩如何取名,最近看到超多這種文，讓我也很好奇姓王的話小孩要取什麼比較有趣🤔,255fd275-fec2-49d2-8e46-2e1557ffaeb0,239701752.0,2022-08-15 08:21:16.432000+00:00,19,1,"['小孩', '取名', '時事', '閒聊', '台灣']",閒聊,姓古的小孩如何取名呢？,[],姓王小孩如何取名最近看到超多這種文讓我也很好奇姓王話小孩要取什麼比較有趣🤔,"['姓王', '小孩', '如何', '取名', '最近', '看', '到', '超多', '這種', '文', '讓我', '也', '很', '好奇', '姓', '王話', '小孩', '要取', '什麼', '比較', '有趣', '🤔']"
21,239707893,台灣寄到大陸EMS要多久？,家人7/29從台灣郵局用EMS寄來，但一直停留在廣州國際處理中心，8/6發信來說3～5天會處理，但是今天已經8/15包裹都沒動靜，問客服，客服說在消毒靜置，詢問還要多久？對方也給不出答案。只說要等廣東,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:19:24.405000+00:00,1,0,"['大陸', '台灣', '中國']",閒聊,,[],台灣寄到大陸EMS要多久家人729從台灣郵局用EMS寄來但一直停留在廣州國際處理中心86發信來說35天會處理但是今天已經815包裹都沒動靜問客服客服說在消毒靜置詢問還要多久對方也給不出答案只說要等廣東,"['台灣', '寄到', '大陸', 'EMS', '要', '多久', '家人', '729', '從', '台灣', '郵局', '用', 'EMS', '寄來', '但', '一直', '停留', '在', '廣州', '國際', '處理', '中心', '86', '發信', '來說', '35', '天會', '處理', '但是', '今天', '已經', '815', '包裹', '都', '沒', '動靜', '問', '客服', '客服', '說', '在', '消毒', '靜置', '詢問', '還要', '多久', '對方', '也', '給不出', '答案', '只', '說', '要', '等', '廣東']"
22,239707866,女生為什麼不當兵？,先說女生當兵的好處，1.戰爭發生時能增加自我保護能力，2.可以激發女性團結力量，3.發掘自己體能的潛力，我是女生同時本人有脊椎側彎到不用當兵的程度，但是脊椎側彎並不代表不能拿槍吧？現在中國屢次挑釁，為,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:16:23.301000+00:00,5,3,"['當兵', '閒聊', '台灣', '中國']",閒聊,,[],女生為什麼不當兵先說女生當兵好處1戰爭發生時能增加自我保護能力2可以激發女性團結力量3發掘自己體能潛力我是女生同時本人有脊椎側彎到不用當兵程度但是脊椎側彎並不代表不能拿槍吧現在中國屢次挑釁為,"['女生', '為什麼', '不當', '兵先', '說', '女生', '當兵', '好處', '1', '戰爭', '發生', '時能', '增加', '自', '我', '保護', '能力', '2', '可以', '激發', '女性', '團結', '力量', '3', '發掘', '自己', '體能', '潛力', '我', '是', '女生', '同時', '本人', '有', '脊', '椎', '側彎', '到', '不用', '當兵', '程度', '但是', '脊椎', '側彎', '並不', '代表', '不能', '拿槍', '吧', '現在', '中國', '屢次', '挑釁', '為']"
23,239707865,能停止譴責被拐到柬埔寨的被害人了嗎？,我很難認同，七年前八仙塵爆大家都說要有同理心，但是，七年後的現在大家卻不給被拐去柬埔寨的人同理心，有多少人根本不是因為高薪誘惑，是因為親友關係，是因為教友關係，甚至是原住民的關係，前往去幫忙才知道是騙,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:16:21.376000+00:00,27,18,"['柬埔寨', '時事', '工作', '閒聊']",閒聊,,[],能停止譴責被拐到柬埔寨被害人了嗎我很難認同七年前八仙塵爆大家都說要有同理心但是七年後現在大家卻不給被拐去柬埔寨人同理心有多少人根本不是因為高薪誘惑是因為親友關係是因為教友關係甚至是原住民關係前往去幫忙才知道是騙,"['能', '停止', '譴責', '被', '拐', '到', '柬埔寨', '被', '害人', '了', '嗎', '我', '很', '難', '認同', '七年', '前', '八仙', '塵爆', '大家', '都', '說', '要', '有', '同理', '心', '但是', '七年', '後', '現在', '大家', '卻', '不給', '被', '拐', '去', '柬埔寨', '人', '同理', '心有', '多少', '人根本', '不是', '因為', '高薪', '誘惑', '是', '因為', '親友', '關係', '是', '因為', '教友', '關係', '甚至', '是', '原住民', '關係', '前往', '去', '幫忙', '才', '知道', '是', '騙']"
24,239707851,想打肚臍環 給建議🙏,因為我住在高雄，想問有沒有推薦的，手打還是槍打比較好？肚臍裡面打了之後怎麼清，求各位帥哥美女分享你的經驗，本人超怕痛求建議,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:15:06.397000+00:00,2,0,"['肚臍', '建議']",閒聊,,[],想打肚臍環給建議🙏因為我住在高雄想問有沒有推薦手打還是槍打比較好肚臍裡面打了之後怎麼清求各位帥哥美女分享你經驗本人超怕痛求建議,"['想', '打肚', '臍', '環給', '建議', '🙏', '因為', '我', '住', '在', '高雄想', '問有', '沒有', '推薦', '手', '打', '還是', '槍', '打比', '較', '好', '肚臍裡面', '打', '了', '之後', '怎麼', '清求', '各位', '帥哥美女', '分享', '你', '經驗', '本人', '超怕', '痛求', '建議']"
25,239707833,沒有國民黨，就沒有新台灣,唯有國民黨，才能解救台灣人民,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:13:10.584000+00:00,2,4,"['時事', '有趣', '閒聊', '反串', '工作']",閒聊,,"[{'url': 'https://imgur.com/LP79odJ.jpg'}, {'url': 'https://imgur.com/v6qZkyc.jpg'}, {'url': 'https://imgur.com/KErFvoq.jpg'}, {'url': 'https://imgur.com/slnP8ks.jpg'}, {'url': 'https://imgur.com/TMKDO7x.jpg'}, {'url': 'https://imgur.com/r7aGuDR.jpg'}]",沒有國民黨就沒有新台灣唯有國民黨才能解救台灣人民,"['沒有', '國民黨', '就', '沒有', '新台灣', '唯有', '國民黨', '才能', '解救', '台灣', '人民']"
26,239707825,有人知道這是哪家蛋黃酥嗎,這是人家說味道非常像不二家 但比較好買的，但圖片主人不願意透露是哪家 怕大家去買他就買不到了，但今年非常想吃厲害的蛋黃酥 有神人知道這是哪家嗎，感謝感謝,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:11:50.028000+00:00,14,6,['蛋黃酥'],閒聊,,[{'url': 'https://imgur.com/ORDXklN.jpg'}],有人知道這是哪家蛋黃酥嗎這是人家說味道非常像不二家但比較好買但圖片主人不願意透露是哪家怕大家去買他就買不到了但今年非常想吃厲害蛋黃酥有神人知道這是哪家嗎感謝感謝,"['有人', '知道', '這是', '哪家', '蛋黃', '酥', '嗎', '這是', '人家', '說', '味道', '非常', '像', '不', '二家', '但', '比', '較', '好', '買', '但', '圖片', '主人', '不願意', '透露', '是', '哪家', '怕', '大家', '去', '買', '他', '就', '買', '不到', '了', '但', '今年', '非常想', '吃', '厲害', '蛋黃', '酥', '有', '神人', '知道', '這是', '哪家', '嗎', '感謝', '感謝']"
27,239707762,投資與房貸小故事,朋友的故事 想問問各位的選擇，一對情侶 一起合資買房，頭期款下去了 剩下的款項，因為工作辛勞 在可以承擔的範圍，剛好碰到朋友認識的投資標的，收入我想沒有人會閒太多...，跟著兩次都虧錢，剩下最後一次投,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:01:59.435000+00:00,1,0,"['故事', '感情', '男友', '投資', '房貸']",閒聊,,[],投資與房貸小故事朋友故事想問問各位選擇一對情侶一起合資買房頭期款下去了剩下款項因為工作辛勞在可以承擔範圍剛好碰到朋友認識投資標收入我想沒有人會閒太多跟著兩次都虧錢剩下最後一次投,"['投資', '與', '房貸', '小故', '事朋友', '故事', '想', '問問', '各位', '選擇', '一對', '情侶', '一起', '合資', '買', '房頭', '期款', '下去', '了', '剩', '下款', '項因', '為', '工作', '辛勞', '在', '可以', '承擔', '範圍', '剛好', '碰到', '朋友', '認識', '投資標', '收入', '我', '想', '沒有', '人會', '閒太多', '跟', '著', '兩次', '都', '虧', '錢', '剩下', '最', '後', '一次', '投']"
28,239707756,徵動茲卷 一張1000元 台幣600元收,不限金額，1：0.6收，我想拿去健身用～～懇請各位大大的幫忙～,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-08-15 08:01:02.155000+00:00,0,1,"['閒聊', '運動', '動茲券']",閒聊,,[],徵動茲卷一張1000元台幣600元收不限金額106收我想拿去健身用懇請各位大大幫忙,"['徵動茲卷', '一張', '1000', '元台幣', '600', '元收', '不限', '金額', '106', '收', '我', '想', '拿', '去', '健身', '用', '懇請', '各位', '大大', '幫忙']"
