標題,內文,關鍵字
給分功能真正的意義,"
各位知道我們設立給分功能的意義嗎?給分功能設立之初是希望能夠給寫好文章的人，或是回答問題很認真的人一種鼓勵但是現在卻變成很多人拿來玩樂的一種工具，失去的它原本設計的目的我在此誠懇的呼籲，不要再亂用給分系統了，如果你真的很愛這個功能，你應該去把分數給真正發表分享文的網友，或是去參與他文章回文，給這些分享者一點鼓勵各位都會說01好文章越來越少，這都是因為少了各位的支持跟鼓勵，讓這些分享者少了動力，如果你寫了一篇好文章，沒人參與也沒人給分，我想幾次後你也會沒動力我希望夠過溝通跟溫情喊話能讓大家改變使用習慣，不要讓我們用規定或強制拿掉這個功能的方式來處理問題，我不認爲這種方式是最好的解決方法，再次呼籲大家幫忙，多給發文者鼓勵，不要再亂用給分功能，拜託
","

功能


意義

"
